Chemical_Formula,CIF_Base_Name,Total_Energy_eV,Energy_per_Atom_eV,Final_Pressure_GPa,Enthalpy_per_Atom_eV,Corrected_Enthalpy_per_Atom_eV,Relaxed_CIF_Path,SG_ori
Th2H20,xtal_197,-61.31367111206055,-2.7869850505482066,150.09251912434897,0.258730694450513,0.25685327274164227,db://6/xtal_197.cif,6
Th2H20,xtal_31,-59.42856979370117,-2.701298626986417,149.88304646809897,0.32307648423563184,0.3254363999124611,db://6/xtal_31.cif,6
Th2H20,xtal_80,-60.381256103515625,-2.7446025501598013,150.34397888183594,0.21005249919864158,0.20329240845441549,db://6/xtal_80.cif,6
Th2H20,xtal_144,-58.58043670654297,-2.66274712302468,149.6243642171224,0.32446998433670676,0.33196946908051983,db://7/xtal_144.cif,7
Th2H20,xtal_148,-58.90890121459961,-2.6776773279363457,149.7265370686849,0.28499619659986697,0.290407270698092,db://7/xtal_148.cif,7
Th2H20,xtal_18,-61.521583557128906,-2.7964356162331323,150.1406046549479,0.16956261003686926,0.16678499262857907,db://7/xtal_18.cif,7
Th2H20,xtal_186,-60.287899017333984,-2.7403590462424536,150.16040547688803,0.28291162589555213,0.27968208497638797,db://7/xtal_186.cif,7
Th2H20,xtal_3,-58.648895263671875,-2.6658588756214487,149.98663838704428,0.3313489795667479,0.3316159868931307,db://7/xtal_3.cif,7
Th2H20,xtal_30,-61.50364685058594,-2.79562031139027,150.28981018066406,0.17266397704938316,0.16694010924450073,db://7/xtal_30.cif,7
Th2H20,xtal_100,-60.130409240722656,-2.733200420032848,149.06035359700522,0.3312499767540464,0.35056765394325834,db://8/xtal_100.cif,8
Th2H20,xtal_117,-59.38248825073242,-2.6992040113969282,150.05109659830728,0.2684135480136586,0.26740299117135324,db://8/xtal_117.cif,8
Th2H20,xtal_122,-59.95112991333008,-2.7250513596968218,150.0699666341146,0.35194051289733735,0.3505059369501842,db://8/xtal_122.cif,8
