CIF_Base_Name,Total_Energy_eV,Energy_per_Atom_eV,Final_Pressure_GPa,Enthalpy_per_Atom_eV,Corrected_Enthalpy_per_Atom_eV,Relaxed_CIF_Path
xtal_174,-56.538787841796875,-2.569944901899858,149.63431803385416,0.38997079173827776,0.3972043448743347,db://103/xtal_174.cif
xtal_189,-53.303531646728516,-2.4228878021240234,150.87987772623697,0.6050597220863594,0.5874018102235119,db://103/xtal_189.cif
xtal_19,-59.57878875732422,-2.708126761696555,150.09725952148438,0.24465814460865556,0.24274480889587113,db://103/xtal_19.cif
xtal_193,-55.04639434814453,-2.50210883400657,150.27789815266928,0.7645034123826268,0.7584627003423494,db://103/xtal_193.cif
xtal_196,-56.43724822998047,-2.5653294649991123,149.82652791341147,0.4480199920631268,0.45150890704511926,db://103/xtal_196.cif
xtal_2,-59.790794372558594,-2.717763380570845,149.96655782063803,0.2340769166264823,0.23473516986708032,db://103/xtal_2.cif
xtal_22,-53.388431549072266,-2.426746888594194,150.4150594075521,0.5956737668491275,0.5873336170558647,db://103/xtal_22.cif
xtal_24,-56.56023025512695,-2.570919557051225,150.802490234375,0.4133050330409954,0.3974245851318875,db://103/xtal_24.cif
xtal_39,-59.309783935546875,-2.6958992697975854,150.16578165690103,0.28868412294182766,0.28538917002680114,db://103/xtal_39.cif
xtal_46,-60.846553802490234,-2.765752445567738,147.64019266764322,0.15264064110884848,0.19928678319389648,db://103/xtal_46.cif
xtal_49,-50.921756744384766,-2.314625306562944,148.93488057454428,0.7710863913599582,0.7931540994625514,db://103/xtal_49.cif
xtal_50,-49.61883544921875,-2.255401611328125,154.77300008138022,0.9909147945776922,0.8908025756413968,db://103/xtal_50.cif
xtal_54,-55.85417556762695,-2.5388261621648613,155.9455108642578,0.6309016762812534,0.5100540084274097,db://103/xtal_54.cif
xtal_58,-56.77858352661133,-2.5808447057550605,149.0654042561849,0.37874703417166766,0.39730279402331053,db://103/xtal_58.cif
xtal_59,-54.60936737060547,-2.4822439713911577,150.8693389892578,0.5277512452829698,0.5104070571472966,db://103/xtal_59.cif
xtal_60,-54.46440124511719,-2.4756546020507812,150.08805338541666,0.4744211145115513,0.47269036947076026,db://103/xtal_60.cif
xtal_69,-56.49333190917969,-2.5678787231445312,151.14831034342447,0.41978909887769267,0.3970910623931993,db://103/xtal_69.cif
xtal_74,-56.6403923034668,-2.5745632865212182,150.06588745117188,0.3982430726768607,0.39693784177354274,db://103/xtal_74.cif
xtal_76,-56.08622741699219,-2.549373973499645,149.32878621419272,0.38879866162904037,0.4020053716531298,db://103/xtal_76.cif
xtal_79,-56.5348014831543,-2.5697637037797407,149.3807373046875,0.38498969994666576,0.397238726091471,db://103/xtal_79.cif
xtal_8,-56.51314163208008,-2.568779165094549,151.10914611816406,0.41895342236735317,0.39702336659889365,db://103/xtal_8.cif
xtal_82,-59.98240661621094,-2.726473028009588,149.3818613688151,0.25577938048076215,0.26811987085047817,db://103/xtal_82.cif
xtal_93,-56.403228759765625,-2.563783125443892,150.22404988606772,0.4016750185916038,0.397252221044782,db://103/xtal_93.cif
xtal_95,-56.205814361572266,-2.55480974370783,148.51499938964844,0.43670978931886784,0.466621975634595,db://103/xtal_95.cif
xtal_99,-60.432762145996094,-2.7469437339089136,149.9488067626953,0.2623933021826103,0.2634207041896314,db://103/xtal_99.cif
xtal_102,-60.233543395996094,-2.7378883361816406,149.89556884765625,0.22612417246668057,0.22818917841861783,db://104/xtal_102.cif
