filename,filepath,tsne_dim1,tsne_dim2
xtal_63.cif,./Al13Sc3N16/5/xtal_63.cif,89.722855,-4.280452
xtal_66.cif,./Al13Sc3N16/5/xtal_66.cif,17.5403,-51.88505
xtal_69.cif,./Al13Sc3N16/5/xtal_69.cif,49.824368,2.5828142
xtal_70.cif,./Al13Sc3N16/5/xtal_70.cif,94.30203,2.535166
xtal_72.cif,./Al13Sc3N16/5/xtal_72.cif,75.41527,12.851338
xtal_73.cif,./Al13Sc3N16/5/xtal_73.cif,6.5526247,-7.9010396
xtal_74.cif,./Al13Sc3N16/5/xtal_74.cif,84.333755,-0.7792942
xtal_75.cif,./Al13Sc3N16/5/xtal_75.cif,63.390553,-9.125831
xtal_78.cif,./Al13Sc3N16/5/xtal_78.cif,37.384663,-21.177357
xtal_8.cif,./Al13Sc3N16/5/xtal_8.cif,96.65087,7.929876
xtal_82.cif,./Al13Sc3N16/5/xtal_82.cif,-88.509834,-57.777996
xtal_89.cif,./Al13Sc3N16/5/xtal_89.cif,58.109432,27.467867
xtal_90.cif,./Al13Sc3N16/5/xtal_90.cif,43.510723,-36.197517
xtal_92.cif,./Al13Sc3N16/5/xtal_92.cif,-101.17259,-33.68194
xtal_94.cif,./Al13Sc3N16/5/xtal_94.cif,4.9345574,-44.198032
xtal_95.cif,./Al13Sc3N16/5/xtal_95.cif,58.197617,2.540502
xtal_96.cif,./Al13Sc3N16/5/xtal_96.cif,75.08719,-24.882566
xtal_97.cif,./Al13Sc3N16/5/xtal_97.cif,67.342766,-3.8662043
xtal_98.cif,./Al13Sc3N16/5/xtal_98.cif,80.417534,39.8948
xtal_99.cif,./Al13Sc3N16/5/xtal_99.cif,60.92886,12.957426
xtal_10.cif,./Al13Sc3N16/6/xtal_10.cif,-2.6153738,-62.41116
xtal_100.cif,./Al13Sc3N16/6/xtal_100.cif,-45.533405,-79.95278
xtal_14.cif,./Al13Sc3N16/6/xtal_14.cif,68.476105,19.303251
xtal_15.cif,./Al13Sc3N16/6/xtal_15.cif,35.209076,-14.485611
xtal_18.cif,./Al13Sc3N16/6/xtal_18.cif,64.53017,-39.443275
xtal_19.cif,./Al13Sc3N16/6/xtal_19.cif,47.683346,-20.194504
xtal_2.cif,./Al13Sc3N16/6/xtal_2.cif,72.72971,-26.461393
xtal_20.cif,./Al13Sc3N16/6/xtal_20.cif,7.4309797,-47.7144
xtal_21.cif,./Al13Sc3N16/6/xtal_21.cif,-33.83611,-74.226295
xtal_24.cif,./Al13Sc3N16/6/xtal_24.cif,48.116516,-22.008537
xtal_29.cif,./Al13Sc3N16/6/xtal_29.cif,-26.75236,-74.76643
xtal_30.cif,./Al13Sc3N16/6/xtal_30.cif,84.34959,11.170332
xtal_31.cif,./Al13Sc3N16/6/xtal_31.cif,31.234123,-27.440739
xtal_35.cif,./Al13Sc3N16/6/xtal_35.cif,-62.389835,-74.23922
xtal_36.cif,./Al13Sc3N16/6/xtal_36.cif,80.525635,34.73571
xtal_37.cif,./Al13Sc3N16/6/xtal_37.cif,32.83447,-29.622522
xtal_38.cif,./Al13Sc3N16/6/xtal_38.cif,-106.47831,-9.087176
xtal_39.cif,./Al13Sc3N16/6/xtal_39.cif,99.59702,-13.838098
xtal_4.cif,./Al13Sc3N16/6/xtal_4.cif,50.14894,-18.968122
xtal_45.cif,./Al13Sc3N16/6/xtal_45.cif,7.328245,-48.459797
xtal_48.cif,./Al13Sc3N16/6/xtal_48.cif,-81.79877,-64.36412
xtal_49.cif,./Al13Sc3N16/6/xtal_49.cif,57.78477,16.527174
xtal_51.cif,./Al13Sc3N16/6/xtal_51.cif,48.86125,-31.367758
xtal_52.cif,./Al13Sc3N16/6/xtal_52.cif,42.194633,-18.419199
xtal_54.cif,./Al13Sc3N16/6/xtal_54.cif,78.86745,3.0037181
xtal_57.cif,./Al13Sc3N16/6/xtal_57.cif,42.11048,-22.033947
xtal_58.cif,./Al13Sc3N16/6/xtal_58.cif,-107.65587,-2.3716602
xtal_6.cif,./Al13Sc3N16/6/xtal_6.cif,65.38147,18.360842
xtal_61.cif,./Al13Sc3N16/6/xtal_61.cif,38.959503,1.3006381
xtal_62.cif,./Al13Sc3N16/6/xtal_62.cif,28.942858,-22.965193
xtal_63.cif,./Al13Sc3N16/6/xtal_63.cif,75.23896,-28.79064
xtal_64.cif,./Al13Sc3N16/6/xtal_64.cif,87.640144,-28.614933
xtal_65.cif,./Al13Sc3N16/6/xtal_65.cif,-13.596479,-69.81455
xtal_68.cif,./Al13Sc3N16/6/xtal_68.cif,53.17979,21.152962
